ClienteID,FechaPago,MontoPagado
953,2024-06-14,1080
953,2024-08-24,1461
953,2025-01-06,810
953,2025-01-15,2779
953,2025-06-26,2350
954,2023-12-01,1881
954,2024-02-22,1531
954,2024-04-26,3967
954,2024-06-02,555
954,2024-09-13,1330
954,2025-07-17,1669
954,2025-08-13,511
954,2025-08-25,3535
955,2023-09-03,3665
955,2024-02-22,3612
955,2024-03-20,3250
955,2024-06-08,445
955,2024-08-20,803
955,2025-01-21,3307
955,2025-02-27,2967
955,2025-04-13,1612
955,2025-08-03,2081
955,2025-08-03,3416
956,2023-09-15,3858
956,2023-10-06,3091
956,2023-12-22,2341
956,2024-05-08,3304
956,2024-09-25,1398
956,2024-10-22,3885
956,2024-12-14,3281
956,2025-05-22,1870
956,2025-06-27,556
956,2025-08-13,1047
957,2023-09-24,2878
957,2023-11-29,2548
957,2024-12-15,3382
957,2025-06-24,3497
957,2025-07-25,3604
958,2023-09-07,3605
958,2024-02-24,945
958,2024-03-08,2715
958,2024-10-22,3924
958,2024-11-12,994
958,2024-11-30,3065
958,2024-12-17,3381
958,2025-02-08,2400
958,2025-06-06,2987
959,2023-11-30,1796
959,2023-12-23,539
959,2024-07-10,2798
959,2024-08-02,2134
959,2025-05-25,1936
959,2025-06-05,3569
959,2025-07-31,1204
959,2025-08-13,2913
960,2023-10-20,2783
960,2024-02-04,1726
960,2024-04-26,1665
960,2024-06-01,3482
960,2024-09-18,2440
960,2024-09-26,786
960,2024-10-21,1674
960,2024-12-09,2482
960,2025-01-20,2640
960,2025-08-03,3492
961,2023-09-03,353
961,2023-10-05,1998
961,2023-11-29,3530
961,2024-01-10,2004
961,2024-08-21,329
961,2024-09-05,960
961,2024-11-25,2563
961,2025-03-22,1166
962,2024-12-21,3031
962,2025-06-06,3877
963,2023-09-25,497
963,2023-11-23,3823
963,2024-04-04,3628
963,2024-05-15,2466
963,2024-10-04,3008
963,2025-03-11,2596
963,2025-04-19,2756
963,2025-07-25,456
964,2025-05-06,3735
965,2023-10-25,778
965,2024-03-08,636
965,2024-04-28,2959
965,2024-07-04,1403
965,2024-10-30,3122
965,2025-02-12,3887
965,2025-03-31,3811
965,2025-04-10,1572
966,2023-10-10,1362
966,2024-06-05,2364
966,2024-06-19,3698
966,2024-10-01,3941
967,2024-09-17,782
967,2025-08-10,992
968,2024-02-11,1178
968,2024-10-24,674
968,2024-11-10,314
968,2025-04-25,1686
968,2025-04-27,1373
968,2025-06-27,2969
969,2023-08-27,966
969,2023-12-12,2531
969,2024-01-29,2575
969,2024-05-08,3007
969,2024-11-06,835
969,2025-02-13,1158
969,2025-04-21,504
969,2025-05-29,740
970,2024-09-21,2489
971,2023-12-13,3418
971,2024-08-20,3544
971,2025-01-29,2942
971,2025-03-29,1469
971,2025-05-22,2198
971,2025-05-23,3189
971,2025-08-05,2654
972,2023-08-28,2196
972,2024-01-22,3013
972,2024-05-06,463
972,2024-05-26,2126
972,2024-07-21,2581
972,2024-09-21,856
972,2025-01-19,2061
973,2023-12-21,3971
973,2024-05-18,1319
973,2024-08-08,3286
973,2024-09-26,3665
973,2025-02-23,1817
973,2025-05-16,3906
974,2025-06-04,2740
975,2023-12-31,2059
975,2024-04-27,806
975,2024-12-09,2553
975,2025-08-15,3426
976,2025-02-15,3223
976,2025-04-18,3651
976,2025-07-23,605
977,2023-11-26,1698
977,2024-07-02,3479
978,2023-10-07,1515
978,2023-10-17,2914
978,2023-11-25,3349
978,2023-11-30,3798
978,2024-01-18,824
978,2024-07-12,3433
978,2025-01-11,3228
978,2025-06-19,2828
978,2025-08-25,3768
979,2024-04-17,1513
979,2024-07-18,2103
979,2024-08-23,3054
979,2024-11-23,3654
979,2025-03-06,809
979,2025-03-15,265
979,2025-05-20,1634
980,2024-01-04,3296
980,2024-04-30,2096
980,2024-09-16,330
980,2024-11-18,1858
980,2024-12-16,352
980,2024-12-30,3255
980,2025-02-10,1899
980,2025-06-12,2888
980,2025-07-05,1997
981,2025-04-23,3502
982,2023-11-26,3200
982,2024-08-30,1152
983,2023-08-29,3941
983,2024-06-17,918
983,2024-12-31,2744
984,2023-11-20,2967
984,2023-12-18,1388
984,2024-02-07,1132
984,2024-06-08,3107
984,2024-07-06,456
984,2024-09-18,3284
984,2024-12-14,371
984,2025-01-15,1692
984,2025-02-12,1465
984,2025-07-20,2204
985,2023-10-25,2133
985,2024-04-15,2939
985,2024-07-27,2283
985,2024-12-24,298
986,2024-02-01,2127
986,2024-06-29,2553
986,2025-08-20,2893
987,2023-10-08,3042
987,2023-12-20,3636
987,2023-12-22,743
987,2025-06-02,1804
988,2023-09-18,301
988,2024-04-29,2650
988,2024-05-11,517
988,2024-11-02,1520
988,2025-07-21,826
989,2024-11-06,3913
990,2023-12-27,2229
990,2024-08-11,3490
990,2024-12-02,847
990,2025-06-02,3760
990,2025-06-30,3599
990,2025-08-01,2873
991,2023-11-12,3707
992,2023-12-19,3214
993,2024-02-15,3583
993,2024-03-09,953
993,2024-11-29,2066
993,2025-02-18,778
994,2023-12-01,2788
995,2024-07-24,2609
995,2025-02-23,2605
995,2025-03-31,884
995,2025-05-20,1309
996,2023-10-28,3756
996,2023-12-28,1665
996,2024-01-10,463
996,2025-02-07,2778
997,2023-09-29,3834
997,2023-11-22,3110
997,2024-04-02,2150
997,2024-06-23,3507
997,2024-07-07,563
997,2024-11-07,1204
997,2025-02-07,2251
997,2025-04-27,2119
997,2025-05-01,2620
997,2025-07-26,2229
998,2023-10-23,380
998,2024-03-03,856
998,2024-10-15,2561
998,2025-08-17,1362
999,2024-08-15,2920
999,2025-01-11,1242
999,2025-04-12,1300
999,2025-04-28,3565
1000,2023-09-01,3048
1000,2024-01-16,2233
1000,2024-02-03,1122
1000,2024-03-01,1653
1000,2024-10-10,2077
1000,2024-10-30,3249
1000,2025-01-16,2246
1000,2025-05-30,479
1000,2025-08-22,558
1001,2025-01-15,2934
1002,2023-12-08,3272
1002,2024-03-20,3395
1002,2025-04-17,1942
1003,2023-11-25,3658
1003,2024-06-25,3279
1003,2024-10-15,2511
1003,2025-02-04,1812
1003,2025-02-23,2498
1003,2025-03-23,1929
1003,2025-04-21,1663
1003,2025-05-23,3798
1004,2024-07-06,2098
1004,2024-09-23,3407
1004,2025-05-06,2136
1004,2025-07-31,3337
1004,2025-08-25,2982
1005,2023-09-28,403
1005,2023-10-05,2844
1005,2023-11-29,3015
1005,2023-11-30,1769
1005,2024-02-08,1510
1005,2024-02-14,1043
1005,2024-11-14,2249
1005,2025-03-08,3630
1006,2023-10-06,3197
1006,2023-12-14,2672
1006,2024-02-13,1079
1006,2024-02-21,3055
1006,2024-05-16,2878
1006,2024-12-09,3542
1007,2023-09-13,881
1007,2023-09-15,2411
1007,2023-10-05,2220
1007,2025-05-17,1963
1007,2025-07-18,3090
1007,2025-08-23,610
1008,2023-11-17,3617
1008,2023-11-28,2357
1008,2024-05-22,1630
1008,2024-06-10,755
1008,2024-07-07,479
1008,2025-02-26,1997
1009,2023-10-13,1595
1009,2023-11-07,1476
1009,2024-07-28,1143
1009,2024-08-21,2855
1009,2024-11-07,2085
1009,2025-05-19,1665
1010,2023-08-27,3715
1010,2024-02-16,905
1010,2024-02-28,3377
1010,2024-05-11,2241
1011,2023-11-15,2397
1011,2024-02-25,2244
1011,2024-10-11,2997
1011,2025-05-04,515
1011,2025-07-28,3254
1012,2023-12-31,707
1013,2023-12-16,3831
1013,2024-09-26,495
1013,2025-02-10,1853
1013,2025-02-15,2574
1013,2025-03-22,418
1013,2025-05-04,3238
1013,2025-06-03,3161
1013,2025-07-08,1985
1014,2023-10-28,2659
1014,2024-04-26,2102
1015,2023-10-21,1567
1015,2024-06-16,2993
1015,2025-01-23,2403
1016,2023-11-15,2007
1016,2023-12-07,243
1016,2024-02-03,764
1016,2024-03-02,3613
1016,2024-04-09,498
1016,2024-05-31,883
1016,2025-01-04,335
1016,2025-02-02,1049
1016,2025-07-27,2726
1016,2025-08-22,3020
1017,2023-12-14,3799
1018,2023-09-14,1876
1018,2024-05-07,437
1018,2024-11-11,2017
1018,2025-01-22,1153
1019,2024-01-19,3907
1019,2024-01-23,1903
1019,2024-07-14,3718
1019,2024-07-29,1207
1019,2024-09-24,1957
1019,2024-10-23,716
1019,2024-11-18,3574
1020,2023-08-27,2473
1020,2023-09-08,3406
1020,2023-10-20,1985
1020,2024-06-18,2204
1020,2025-03-13,3223
1021,2023-09-07,2126
1021,2024-04-29,732
1021,2024-10-10,2064
1021,2025-02-04,3635
1021,2025-04-15,2513
1021,2025-05-11,559
1022,2023-08-30,893
1022,2024-01-05,3959
1022,2024-05-11,1336
1022,2024-05-18,361
1022,2024-09-19,1858
1022,2025-05-05,1386
1023,2024-04-26,223
1023,2024-06-06,1546
1023,2025-02-02,3230
1024,2024-01-06,2524
1024,2024-03-31,3257
1024,2024-06-14,3498
1024,2024-06-24,2637
1024,2024-09-30,3117
1024,2024-12-13,2803
1024,2025-03-02,3370
1024,2025-04-26,463
1025,2023-09-28,3833
1025,2023-10-20,2192
1025,2023-11-05,3298
1025,2024-06-22,286
1025,2025-02-03,2776
1025,2025-04-09,848
1026,2023-11-13,290
1026,2024-11-21,2008
1026,2025-03-25,3296
1026,2025-03-26,2655
1026,2025-07-01,2258
1027,2023-10-04,1000
1027,2024-02-10,1617
1027,2024-04-08,1360
1027,2024-06-05,3433
1027,2024-08-27,3873
1027,2024-10-28,3664
1027,2025-08-09,3328
1027,2025-08-24,2600
1028,2023-12-02,2945
1028,2024-02-18,1819
1028,2024-03-04,508
1028,2024-07-13,1993
1028,2024-10-02,3418
1028,2025-01-25,3138
1028,2025-03-27,2287
1028,2025-06-16,1375
1029,2025-06-04,1826
1030,2023-10-10,1791
1030,2024-01-06,328
1030,2024-04-06,1706
1030,2024-05-06,333
1030,2024-05-07,2779
1030,2024-07-15,1987
1030,2024-10-25,498
1030,2025-06-17,3135
1031,2024-05-27,866
1032,2023-09-27,1358
1032,2023-12-10,1357
1032,2024-09-19,1651
1032,2024-11-23,1946
1032,2025-08-15,3831
1033,2023-10-02,3261
1033,2023-10-25,234
1033,2024-03-14,1471
1033,2024-04-12,3327
1033,2024-08-13,1012
1033,2024-09-03,832
1033,2024-10-05,1195
1033,2024-10-18,3306
1033,2025-06-28,3036
1034,2023-12-07,3693
1034,2024-01-14,1231
1034,2024-02-21,2483
1034,2024-04-12,2149
1034,2024-05-11,2250
1034,2024-06-24,757
1034,2024-12-11,1895
1034,2025-03-07,2193
1034,2025-06-30,1697
1034,2025-08-11,2644
1035,2025-03-18,3514
1035,2025-03-24,3481
1036,2023-09-15,2758
1036,2023-10-04,2994
1036,2024-04-26,1147
1036,2025-04-17,3124
1036,2025-06-29,428
1036,2025-07-21,2897
1037,2023-12-21,2764
1037,2024-01-16,3728
1038,2024-02-17,1067
1039,2024-04-21,1594
1039,2024-07-31,246
1039,2024-08-22,3241
1039,2024-10-26,2614
1039,2024-12-21,2212
1039,2025-01-14,3039
1039,2025-07-28,1970
1040,2023-11-22,1579
1040,2024-08-25,2048
1040,2024-08-26,2082
1040,2024-09-10,3296
1040,2024-10-27,2515
1040,2025-06-04,551
1041,2025-07-15,1230
1042,2024-09-09,840
1042,2025-03-14,824
1042,2025-08-25,2794
1043,2024-03-26,1548
1043,2024-08-09,3131
1043,2024-10-04,3824
1043,2025-03-25,342
1043,2025-05-08,3937
1043,2025-06-16,2298
1044,2024-05-05,3369
1044,2024-06-11,727
1044,2024-09-04,1523
1044,2024-11-17,805
1044,2025-01-29,3248
1044,2025-04-14,3519
1045,2024-02-22,2994
1045,2024-04-27,2420
1045,2024-06-22,1855
1045,2024-08-17,3963
1045,2024-11-15,2805
1045,2025-01-03,3986
1046,2024-01-31,1186
1046,2024-02-25,723
1046,2024-04-18,1672
1046,2024-06-05,3313
1046,2024-12-05,429
1046,2025-02-04,2502
1046,2025-04-07,1700
1046,2025-04-15,3621
1046,2025-07-14,2981
1046,2025-07-25,2268
1047,2024-01-04,3291
1047,2024-04-15,238
1047,2024-05-17,498
1047,2025-05-28,1686
1047,2025-05-30,2832
1047,2025-06-29,1427
1048,2024-01-25,819
1048,2024-07-30,798
1048,2025-05-22,402
1048,2025-06-29,3401
1048,2025-07-30,1480
1049,2024-06-14,2943
1049,2024-07-11,3610
1049,2024-10-13,975
1049,2025-03-20,981
1049,2025-03-31,820
1049,2025-07-22,3214
1050,2024-01-28,3513
1050,2025-02-19,933
1050,2025-04-29,2815
1050,2025-06-24,2274
1050,2025-07-11,1761
1051,2023-12-15,1626
1051,2024-01-03,1690
1051,2024-03-16,1214
1051,2024-10-14,2289
1051,2024-11-10,1127
1051,2025-03-10,315
1051,2025-04-24,3293
1052,2024-01-27,2176
1052,2024-04-09,2049
1052,2024-12-22,3371
1053,2024-01-31,484
1053,2024-02-23,416
1053,2024-03-06,3040
1053,2024-07-16,2977
1053,2024-10-14,2854
1053,2025-03-21,2408
1053,2025-04-07,3174
1053,2025-04-09,3476
1053,2025-06-02,967
1053,2025-08-03,1051
1054,2023-12-10,714
1054,2024-05-29,1586
1054,2024-10-18,3784
1054,2025-02-12,425
1055,2023-11-14,2124
1055,2024-01-09,3669
1055,2024-06-24,2982
1055,2025-06-30,2538
1055,2025-06-30,1395
1056,2024-01-09,2298
1056,2024-05-11,2051
1056,2024-08-01,2195
1056,2024-10-14,2852
1056,2024-11-03,1041
1056,2024-12-23,1972
1056,2025-02-17,3198
1056,2025-06-17,3747
1056,2025-08-06,953
1057,2024-02-01,1362
1057,2025-05-01,759
1058,2024-09-27,715
1058,2024-12-27,1290
1059,2023-09-30,2846
1059,2023-12-16,3915
1059,2024-01-10,265
1059,2024-01-21,837
1059,2024-04-02,1716
1059,2025-03-31,1566
1059,2025-03-31,355
1059,2025-05-13,3612
1060,2023-12-12,3309
1060,2025-01-07,1069
1061,2023-11-03,3982
1061,2025-07-23,3933
1062,2024-06-30,2577
1062,2024-07-13,687
1062,2024-12-12,228
1062,2025-07-10,1904
1063,2024-11-12,2325
1063,2025-07-19,2849
1064,2023-08-27,1877
1064,2023-11-13,978
1064,2024-04-02,2200
1064,2024-05-25,1107
1064,2025-02-03,2460
1064,2025-03-30,1599
1065,2023-10-30,2385
1065,2023-12-14,3322
1065,2023-12-17,3958
1065,2024-07-05,3907
1065,2024-08-14,3336
1065,2024-11-29,2311
1065,2025-04-23,426
1066,2023-09-21,2574
1066,2023-11-18,3722
1066,2024-05-21,3215
1066,2024-11-17,2819
1066,2024-11-21,2533
1066,2024-12-16,2350
1067,2024-05-05,765
1067,2024-09-17,2297
1067,2024-10-17,388
1067,2024-12-10,1727
1068,2024-02-06,2185
1068,2024-08-29,806
1068,2025-01-10,3969
1068,2025-06-21,2571
1069,2025-03-27,3615
1070,2023-11-19,2861
1070,2024-09-22,2147
1070,2024-12-31,446
1071,2023-10-05,3672
1071,2023-12-03,3944
1071,2024-02-03,1161
1071,2024-07-15,2068
1071,2024-10-03,3742
1071,2024-10-07,983
1071,2025-01-25,3128
1071,2025-02-19,3041
1071,2025-07-08,3889
1072,2023-11-15,251
1072,2023-12-28,2259
1072,2024-02-22,3743
1072,2024-12-15,925
1072,2025-07-02,2178
1073,2023-09-09,1502
1073,2024-06-13,2651
1073,2024-12-29,3823
1073,2025-01-02,3178
1073,2025-01-25,2721
1073,2025-02-17,1119
1073,2025-05-01,666
1073,2025-06-10,2148
1073,2025-07-19,3240
1074,2024-01-04,750
1074,2024-08-27,828
1074,2024-11-19,521
1074,2024-11-21,1992
1074,2025-01-20,1491
1074,2025-03-14,213
1074,2025-03-16,2548
1075,2024-01-06,3643
1075,2025-04-23,1999
1075,2025-05-05,3105
1076,2024-04-07,2476
1077,2023-09-22,719
1077,2024-01-24,2122
1077,2024-01-28,2868
1077,2024-08-24,982
1077,2025-01-05,618
1077,2025-08-24,3034
1078,2024-03-23,1699
1078,2024-04-20,2728
1078,2024-05-08,2542
1078,2024-09-08,1992
1078,2025-06-09,1460
1078,2025-07-23,2700
1079,2023-11-30,1977
1079,2024-04-14,2604
1079,2024-12-09,1817
1079,2025-03-02,2504
1080,2023-09-30,3186
1080,2024-07-07,1571
1080,2024-09-20,2259
1080,2025-01-08,1494
1080,2025-01-11,1390
1080,2025-03-18,2098
1080,2025-05-11,1352
1081,2024-02-09,1933
1081,2024-02-26,3792
1081,2024-03-02,2918
1081,2024-08-17,1566
1081,2025-03-14,3817
1082,2023-10-02,1481
1082,2023-12-29,3401
1082,2024-02-18,2347
1082,2024-04-21,2166
1082,2024-06-08,2428
1082,2024-10-24,3298
1082,2025-05-27,1234
1082,2025-07-08,1822
1083,2024-03-24,979
1083,2024-12-29,3902
1083,2025-08-18,3629
1084,2024-06-14,782
1084,2024-12-29,1271
1084,2025-05-25,2194
1085,2024-03-01,3356
1085,2024-03-06,1851
1085,2024-04-24,1060
1085,2024-05-08,2091
1085,2024-07-02,3028
1085,2024-08-12,1149
1085,2024-10-26,2550
1085,2025-01-20,3791
1085,2025-03-12,930
1085,2025-07-07,498
1086,2024-04-08,1679
1087,2024-05-25,3267
1088,2024-01-22,3138
1088,2024-02-27,2147
1088,2024-09-12,786
1089,2024-04-26,3807
1090,2023-12-09,3711
1090,2023-12-14,2806
1090,2024-01-21,3952
1090,2024-02-10,1220
1090,2025-02-18,2430
1091,2023-09-04,758
1091,2023-11-14,3072
1091,2024-02-24,1078
1091,2024-07-08,2123
1091,2024-09-16,1234
1091,2025-03-21,3640
1092,2023-09-04,453
1092,2023-09-27,386
1092,2023-12-07,3276
1092,2024-02-23,2965
1092,2024-08-27,1085
1092,2024-10-08,904
1092,2024-10-28,212
1092,2025-05-27,2863
1093,2024-06-03,2510
1093,2024-12-19,3382
1093,2025-07-01,1729
1094,2024-02-04,922
1095,2024-06-04,1902
1095,2025-01-30,2559
1095,2025-05-28,3877
1096,2023-10-11,1982
1096,2023-11-19,626
1096,2023-11-25,2423
1096,2025-02-27,3967
1096,2025-05-11,1673
1097,2023-09-08,2545
1097,2024-03-06,1033
1097,2024-05-10,3746
1097,2025-02-04,948
1097,2025-02-12,1710
1097,2025-06-06,2444
1098,2023-10-02,2782
1098,2023-12-07,522
1098,2024-04-13,1559
1098,2024-04-19,3072
1098,2024-04-23,2854
1098,2024-12-01,488
1098,2025-03-02,3742
1098,2025-03-24,3077
1098,2025-04-19,1587
1098,2025-06-16,1322
1099,2023-11-11,3593
1099,2024-01-17,568
1099,2025-04-07,1545
1099,2025-05-24,1496
1099,2025-07-23,569
1100,2023-09-05,1902
1100,2024-10-06,589
1100,2025-02-28,3203
1100,2025-06-10,3592
1101,2023-12-28,1163
1101,2024-01-12,3404
1101,2024-03-19,284
1101,2024-07-30,1042
1101,2025-03-08,2928
1101,2025-04-06,3879
1102,2024-09-17,2000
1102,2025-02-18,826
1102,2025-04-17,3488
1102,2025-04-25,1795
1103,2024-02-27,3109
1104,2024-03-07,709
1104,2024-04-22,889
1104,2024-06-08,554
1104,2025-06-20,3128
1105,2023-11-05,1011
1105,2023-11-08,2520
1105,2024-04-19,2830
1105,2024-09-18,2581
1105,2024-10-20,1370
1106,2023-10-15,1680
1106,2024-09-14,1769
1106,2024-09-28,1315
1106,2024-10-25,666
1106,2025-02-10,233
1106,2025-05-02,2008
1106,2025-05-06,3907
1107,2024-07-06,1530
1107,2025-04-25,287
1108,2023-08-31,3804
1108,2023-11-10,2074
1108,2024-01-14,305
1108,2024-03-19,496
1108,2024-08-07,2312
1108,2024-08-23,3502
1108,2024-09-21,2831
1108,2024-11-08,1706
1108,2024-12-09,1141
1108,2025-07-03,2347
1109,2024-02-25,1203
1109,2024-04-10,2682
1110,2023-09-05,2081
1110,2023-09-21,2652
1110,2023-11-20,1253
1110,2024-01-28,398
1110,2025-01-12,1409
1110,2025-01-20,1847
1110,2025-04-13,895
1110,2025-07-14,2283
1110,2025-07-29,2347
1111,2023-12-31,1334
1111,2024-05-20,3795
1111,2025-04-29,1784
1112,2025-01-05,2150
1113,2023-12-14,2672
1113,2024-01-02,2359
1113,2024-01-03,1794
1113,2024-05-12,3678
1113,2024-05-23,2400
1113,2025-07-25,269
1113,2025-07-29,3733
1113,2025-08-02,3575
1113,2025-08-11,3665
1113,2025-08-21,2394
1114,2023-10-06,3964
1114,2024-09-23,1546
1114,2024-11-11,499
1114,2025-07-01,589
1115,2023-10-13,2960
1115,2023-10-23,2769
1115,2023-12-03,3141
1115,2024-01-16,2045
1115,2024-04-22,1183
1115,2025-08-05,2728
1116,2023-12-10,3514
1116,2023-12-15,1427
1116,2023-12-25,3379
1116,2024-06-08,1914
1116,2024-07-22,1525
1116,2024-09-18,2917
1116,2024-12-13,3249
1116,2025-04-06,1245
1117,2023-10-24,3323
1117,2024-02-05,2198
1117,2024-06-12,3118
1117,2024-10-07,466
1117,2025-03-02,1697
1117,2025-06-21,3011
1117,2025-07-30,694
1118,2023-09-07,2201
1118,2023-11-18,2540
1118,2024-01-22,2881
1118,2024-05-22,267
1118,2024-08-04,3395
1118,2025-06-15,3327
1119,2024-12-19,3142
1119,2025-04-29,1746
1119,2025-06-08,2920
1120,2023-12-01,1216
1120,2023-12-04,861
1120,2023-12-26,544
1120,2023-12-29,3703
1120,2024-03-01,1424
1120,2024-06-05,2477
1120,2024-06-29,849
1120,2024-07-02,1363
1120,2024-10-22,3531
1120,2025-06-09,1084
1121,2023-09-20,458
1121,2024-01-18,598
1121,2025-04-15,820
1121,2025-08-23,1120
1122,2024-01-22,203
1122,2024-02-16,1171
1122,2024-04-02,1376
1122,2024-05-31,3800
1123,2023-09-14,3213
1123,2023-12-01,3180
1123,2024-01-21,2490
1123,2024-04-23,3962
1123,2024-05-24,2000
1123,2024-10-21,1634
1123,2025-01-02,2897
1124,2024-03-03,2923
1124,2024-05-16,456
1124,2024-07-04,1334
1124,2024-07-28,3846
1124,2024-08-09,2026
1124,2024-10-31,2883
1124,2024-12-19,2437
1124,2025-01-29,3146
1124,2025-07-03,3119
1125,2024-02-19,911
1125,2024-11-12,1902
1125,2024-11-21,1691
1125,2024-12-20,889
1125,2025-02-19,2915
1125,2025-02-21,3187
1125,2025-04-24,2345
1125,2025-08-20,302
1126,2023-09-24,2147
1126,2023-10-02,3073
1126,2023-11-04,3599
1126,2025-01-15,620
1126,2025-06-28,3422
1127,2024-04-10,3986
1127,2024-05-18,3727
1127,2024-07-21,1245
1127,2024-11-29,3006
1127,2024-12-02,2034
1127,2025-01-19,3452
1127,2025-01-21,829
1128,2023-09-11,271
1128,2024-02-28,1332
1128,2025-03-09,2775
1128,2025-04-19,218
1129,2023-10-23,2771
1129,2024-02-07,722
1129,2024-10-02,1979
1129,2025-03-29,3254
1129,2025-05-03,3411
1129,2025-05-06,2434
1129,2025-05-20,836
1129,2025-08-23,2011
1130,2024-03-03,2935
1130,2024-09-03,2106
1130,2025-05-17,415
1130,2025-06-08,943
1131,2024-03-13,3181
1131,2025-05-24,3823
1131,2025-05-26,1194
1131,2025-07-12,451
1131,2025-08-07,2322
1132,2023-12-17,2910
1132,2024-01-16,545
1132,2024-02-08,1908
1132,2024-09-03,3666
1132,2024-09-15,1614
1132,2025-01-21,2833
1132,2025-02-16,2716
1132,2025-06-03,1782
1132,2025-06-20,2924
1133,2023-12-22,3638
1134,2023-11-21,1833
1134,2024-02-26,2055
1134,2025-02-21,1766
1134,2025-07-08,502
1135,2023-11-24,3844
1135,2024-01-21,3220
1135,2024-02-02,2094
1135,2024-03-08,756
1135,2025-03-28,3581
1135,2025-08-24,665
1136,2023-10-21,1016
1136,2023-11-09,1770
1136,2024-02-01,555
1136,2024-03-27,920
1136,2024-11-29,3030
1136,2024-12-08,3127
1136,2025-01-29,1487
1136,2025-08-02,3125
1137,2023-09-18,1296
1137,2024-04-20,1491
1137,2024-04-28,2874
1137,2024-06-17,3481
1138,2023-12-13,313
1138,2025-06-28,850
1139,2023-09-15,2971
1139,2024-02-17,3198
1139,2024-02-22,3606
1139,2024-04-29,3701
1139,2024-08-14,973
1139,2025-03-05,710
1139,2025-06-06,1134
1139,2025-06-22,2917
1139,2025-07-31,1760
1140,2025-06-15,3525
1141,2024-07-15,742
1141,2024-09-04,3842
1141,2024-11-09,1883
1142,2024-07-14,636
1143,2023-10-21,2609
1143,2024-03-05,2899
1143,2025-01-07,207
1143,2025-02-08,3963
1144,2023-11-01,1624
1144,2024-06-18,3325
1144,2024-07-17,333
1144,2025-02-04,1643
1144,2025-08-04,2384
1145,2024-02-04,2881
1145,2024-02-07,471
1145,2024-09-04,1787
1145,2024-10-22,873
1145,2024-11-15,2796
1145,2025-01-08,3252
1145,2025-05-26,3426
1146,2025-05-30,2713
1147,2024-01-23,1526
1147,2024-01-25,2405
1148,2025-02-14,3264
1148,2025-05-07,2405
1149,2024-04-20,1547
1149,2024-08-26,3378
1149,2025-01-17,3748
1150,2024-06-09,2899
1151,2023-11-03,3593
1151,2024-10-11,2966
1151,2025-02-16,2669
1151,2025-03-10,2631
1152,2023-10-07,2223
1152,2023-12-13,3648
1153,2023-10-03,1035
1153,2024-01-12,3779
1154,2024-03-07,1880
1154,2025-05-15,2385
1155,2024-02-11,3071
1155,2025-04-12,1926
1156,2023-10-03,2733
1156,2025-01-30,2223
1157,2023-12-02,1364
1158,2023-09-02,2633
1158,2024-01-16,537
1158,2024-03-30,3269
1158,2024-06-17,2803
1158,2025-06-04,1187
1159,2024-05-05,3808
1159,2024-07-20,2046
1159,2024-10-19,3857
1159,2025-04-01,1486
1159,2025-08-02,1411
1159,2025-08-18,2115
1160,2023-10-06,2848
1160,2023-11-05,3564
1160,2024-03-08,948
1160,2024-04-15,763
1160,2024-09-12,1300
1160,2025-03-22,3660
1161,2024-02-14,1094
1161,2024-11-17,619
1161,2025-03-28,2554
1162,2023-11-21,1235
1162,2024-05-17,823
1162,2024-07-23,3901
1162,2024-08-19,940
1162,2024-09-09,2738
1162,2024-12-21,3684
1162,2025-05-23,2962
1162,2025-08-15,2939
1163,2024-02-23,1806
1163,2024-04-23,318
1163,2024-07-18,1941
1163,2024-10-20,1501
1163,2024-10-23,3759
1163,2024-11-06,716
1163,2025-04-07,3844
1164,2023-11-11,457
1164,2023-12-19,2068
1164,2024-03-16,3483
1164,2024-06-16,1227
1164,2024-11-30,3597
1164,2025-03-05,450
1164,2025-05-24,359
1164,2025-06-16,3076
1164,2025-07-09,955
1164,2025-07-15,1588
1165,2024-10-08,1488
1166,2023-11-28,1892
1166,2024-03-27,2785
1166,2024-04-25,744
1166,2024-06-09,850
1166,2024-07-28,1615
1166,2024-12-29,3894
1166,2025-04-05,1920
1167,2023-11-25,3416
1167,2024-08-05,1948
1167,2024-12-22,1057
1168,2023-12-16,2020
1168,2024-03-27,477
1168,2024-06-22,630
1168,2025-02-18,2829
1168,2025-05-02,1032
1168,2025-07-30,2186
1168,2025-08-21,2980
1168,2025-08-22,3665
1169,2023-09-12,395
1169,2023-12-04,1845
1169,2024-07-21,1584
1169,2025-05-25,3167
1170,2024-06-13,3951
1170,2024-06-30,2592
1170,2024-08-17,3518
1170,2024-09-26,241
1170,2024-11-24,1308
1170,2025-01-10,2365
1170,2025-02-07,2267
1170,2025-04-05,1056
1170,2025-07-05,2354
1171,2024-02-26,340
1171,2024-03-21,930
1171,2024-04-17,473
1171,2024-04-21,3033
1171,2024-04-23,2921
1171,2025-02-20,2713
1171,2025-03-30,1592
1171,2025-05-24,3710
1172,2023-09-24,2841
1172,2023-11-16,879
1172,2024-01-12,3715
1172,2024-07-22,753
1172,2024-10-09,2961
1172,2024-11-22,3841
1173,2025-04-05,2109
1173,2025-07-02,3405
1174,2023-09-15,900
1174,2023-10-12,2756
1174,2024-01-15,2974
1174,2024-01-29,3956
1174,2025-03-04,2232
1174,2025-05-14,2113
1175,2023-12-18,2614
1175,2024-03-08,612
